点击月份,点击日期,点击时间,结算时间,创建时间,付款时间,淘宝付款时间,品牌名称,商品ID,商品标题,掌柜旺旺,店铺名称,商品数量,商品单价,类目名称,淘宝订单编号,淘宝子订单号,订单状态,订单类型,付款金额,结算金额,佣金比率,佣金金额,推广位ID,推广位名称,成交平台
2020-11,2020-11-28,2020-11-28 01:54:48,,2020-12-04 22:37:00,2020-12-04 22:37:44,2020-12-04 22:37:00,vita,8391485512245,VITA褪黑素sleep安瓶助眠软糖睡眠糖sleepwell退黑素软糖,vita软糖旗舰店,VITA软糖旗舰店,1,269,膳食营养补充食品,8079922735855604639,,已付款,天猫,113.23,,0.03,,18999806489226,TsleepI24,无线
2020-11,2020-11-21,2020-11-21 22:41:29,,2020-12-04 03:42:00,2020-12-04 03:42:44,2020-12-04 03:42:00,vita,8391485512245,VITA褪黑素sleep安瓶助眠软糖睡眠糖sleepwell退黑素软糖,vita软糖旗舰店,VITA软糖旗舰店,1,269,膳食营养补充食品,8078171084992605649,,已付款,天猫,112.61,,0.03,,18999810839150,TsleepI25,无线
2020-11,2020-11-29,2020-11-29 01:08:33,,2020-12-03 22:27:00,2020-12-03 23:16:39,2020-12-03 23:16:00,vita,8391485512245,VITA褪黑素sleep安瓶助眠软糖睡眠糖sleepwell退黑素软糖,vita软糖旗舰店,VITA软糖旗舰店,3,269,膳食营养补充食品,8078087746427497971,,已付款,天猫,459.64,,0.03,,18999810839150,TsleepI25,无线
2020-11,2020-11-29,2020-11-29 03:16:23,,2020-12-03 22:39:00,2020-12-03 22:40:02,2020-12-03 22:39:00,vita,8391485512245,VITA褪黑素sleep安瓶助眠软糖睡眠糖sleepwell退黑素软糖,vita软糖旗舰店,VITA软糖旗舰店,1,269,膳食营养补充食品,8077901481108586012,,已付款,天猫,113.23,,0.03,,18999829839317,CsleepI20,无线
2020-11,2020-11-26,2020-11-26 00:51:33,,2020-12-03 19:10:00,2020-12-03 19:10:19,2020-12-03 19:10:00,vita,8389562244648,VITA元气舒压stress 软糖缓解压力心情草莓柠檬口味42粒,vita软糖旗舰店,VITA软糖旗舰店,1,269,膳食营养补充食品,8077635334470913532,,已付款,天猫,127.58,,0.03,,18999806489226,TsleepI24,无线
2020-11,2020-11-26,2020-11-26 00:51:33,,2020-12-03 19:10:00,2020-12-03 19:10:19,2020-12-03 19:10:00,vita,8391485512245,VITA褪黑素sleep安瓶助眠软糖睡眠糖sleepwell退黑素软糖,vita软糖旗舰店,VITA软糖旗舰店,1,269,膳食营养补充食品,8077635334470913532,,已付款,天猫,121.17,,0.03,,18999806489226,TsleepI24,无线
2020-11,2020-11-26,2020-11-26 00:51:33,,2020-12-03 19:10:00,2020-12-03 19:10:19,2020-12-03 19:10:00,vita,8407039004177,【赠品】VITA元气舒压stress软糖缓解压力草莓柠檬口味10粒,vita软糖旗舰店,VITA软糖旗舰店,1,79,膳食营养补充食品,8077635334470913532,,已付款,天猫,31.99,,0.03,,18999806489226,TsleepI24,无线
2020-11,2020-11-30,2020-11-30 01:29:09,,2020-12-03 17:00:00,2020-12-03 17:00:42,2020-12-03 17:00:00,vita,8391485512245,VITA褪黑素sleep安瓶助眠软糖睡眠糖sleepwell退黑素软糖,vita软糖旗舰店,VITA软糖旗舰店,1,269,膳食营养补充食品,8077324365794744382,,已付款,天猫,107.56,,0.03,,18999810839150,TsleepI25,无线
2020-11,2020-11-23,2020-11-23 17:21:31,,2020-12-03 11:14:00,2020-12-03 11:14:07,2020-12-03 11:13:00,vita,8391485512245,VITA褪黑素sleep安瓶助眠软糖睡眠糖sleepwell退黑素软糖,vita软糖旗舰店,VITA软糖旗舰店,1,269,膳食营养补充食品,8076144968594210531,,已付款,天猫,113.23,,0.03,,18999806489226,TsleepI24,无线
2020-11,2020-11-21,2020-11-21 13:55:22,,2020-12-03 08:32:00,2020-12-03 08:32:49,2020-12-03 08:32:00,vita,8391485512245,VITA褪黑素sleep安瓶助眠软糖睡眠糖sleepwell退黑素软糖,vita软糖旗舰店,VITA软糖旗舰店,1,269,膳食营养补充食品,7899274436056839575,,已付款,天猫,110.07,,0.03,,18999810839150,TsleepI25,无线
2020-11,2020-11-28,2020-11-28 01:09:56,,2020-12-02 23:02:00,2020-12-02 23:02:56,2020-12-02 23:02:00,vita,8390650552313,VITA成人复合维生素B12软糖男女士辅酶q10保健品百香果味60粒,vita软糖旗舰店,VITA软糖旗舰店,1,269,膳食营养补充食品,7899247869592205169,,已付款,天猫,116.43,,0.03,,18999810839150,TsleepI25,无线
2020-11,2020-11-26,2020-11-26 00:35:23,,2020-12-02 22:53:00,2020-12-02 22:53:50,2020-12-02 22:53:00,vita,8391485512245,VITA褪黑素sleep安瓶助眠软糖睡眠糖sleepwell退黑素软糖,vita软糖旗舰店,VITA软糖旗舰店,1,269,膳食营养补充食品,8075992113784965613,,已付款,天猫,97.56,,0.03,,18999810839150,TsleepI25,无线
2020-11,2020-11-29,2020-11-29 21:21:16,,2020-12-02 21:00:00,2020-12-02 21:00:07,2020-12-02 20:59:00,vita,8391485512245,VITA褪黑素sleep安瓶助眠软糖睡眠糖sleepwell退黑素软糖,vita软糖旗舰店,VITA软糖旗舰店,1,269,膳食营养补充食品,7899184724281275474,,已付款,天猫,107.56,,0.03,,18999809389175,TsleepI30,无线
2020-11,2020-11-22,2020-11-22 13:18:13,,2020-12-02 19:39:00,2020-12-02 19:39:26,2020-12-02 19:39:00,vita,8391485512245,VITA褪黑素sleep安瓶助眠软糖睡眠糖sleepwell退黑素软糖,vita软糖旗舰店,VITA软糖旗舰店,1,269,膳食营养补充食品,8075072995905519427,,已付款,天猫,107.56,,0.03,,18999818888982,TsleepI41,无线
2020-11,2020-11-26,2020-11-26 21:04:38,,2020-12-02 17:09:00,2020-12-02 17:09:48,2020-12-02 17:09:00,vita,8391485512245,VITA褪黑素sleep安瓶助眠软糖睡眠糖sleepwell退黑素软糖,vita软糖旗舰店,VITA软糖旗舰店,1,269,膳食营养补充食品,8074674512002033439,,已付款,天猫,108.07,,0.03,,18999806489226,TsleepI24,无线
2020-11,2020-11-30,2020-11-30 03:48:59,,2020-12-02 15:01:00,2020-12-02 15:01:46,2020-12-02 15:01:00,vita,8389801605463,VITA复合维生素女性综合孕妇叶酸生物素矿物质维生素ce营养软糖,vita软糖旗舰店,VITA软糖旗舰店,1,269,膳食营养补充食品,8074341980257391002,,已付款,天猫,116.95,,0.03,,18999829839317,CsleepI20,无线
2020-11,2020-11-30,2020-11-30 03:48:59,,2020-12-02 15:01:00,2020-12-02 15:01:46,2020-12-02 15:01:00,vita,8389305835308,VITA清澈美肌软糖美肤美容维生素AE软糖薄荷莓果味50粒,vita软糖旗舰店,VITA软糖旗舰店,1,269,膳食营养补充食品,8074341980257391002,,已付款,天猫,129.32,,0.03,,18999829839317,CsleepI20,无线
2020-11,2020-11-30,2020-11-30 03:48:59,,2020-12-02 15:01:00,2020-12-02 15:01:46,2020-12-02 15:01:00,vita,8390650804296,VITA睡眠软糖助眠安神褪黑素软糖神经酰胺补水美颜软糖40粒,vita软糖旗舰店,VITA软糖旗舰店,1,269,膳食营养补充食品,8074341980257391002,,已付款,天猫,123.15,,0.03,,18999829839317,CsleepI20,无线
2020-11,2020-11-30,2020-11-30 03:48:59,,2020-12-02 15:01:00,2020-12-02 15:01:46,2020-12-02 15:01:00,vita,8389050710094,VITA褪黑素睡眠软糖5mg深度睡眠安瓶助眠软糖50粒褪黑素软糖,vita软糖旗舰店,VITA软糖旗舰店,1,269,膳食营养补充食品,8074341980257391002,,已付款,天猫,129.33,,0.03,,18999829839317,CsleepI20,无线
2020-11,2020-11-27,2020-11-27 01:12:19,,2020-12-02 14:22:00,2020-12-02 14:22:22,2020-12-02 14:22:00,vita,8389801605463,VITA复合维生素女性综合孕妇叶酸生物素矿物质维生素ce营养软糖,vita软糖旗舰店,VITA软糖旗舰店,1,269,膳食营养补充食品,8074537605158849683,,已付款,天猫,103.19,,0.03,,18999818888982,TsleepI41,无线
2020-11,2020-11-24,2020-11-24 00:32:50,,2020-12-02 11:03:00,2020-12-02 11:03:12,2020-12-02 11:03:00,vita,8391485512245,VITA褪黑素sleep安瓶助眠软糖睡眠糖sleepwell退黑素软糖,vita软糖旗舰店,VITA软糖旗舰店,1,269,膳食营养补充食品,8074021725147586896,,已付款,天猫,113.08,,0.03,,18999806489226,TsleepI24,无线
2020-11,2020-11-29,2020-11-29 01:41:26,,2020-12-02 10:46:00,2020-12-02 10:46:33,2020-12-02 10:46:00,vita,8400562332581,vita免疫防御益生菌益生元软糖原装正品30粒,vita软糖旗舰店,VITA软糖旗舰店,1,269,膳食营养补充食品,8073692684479460640,,已付款,天猫,129.56,,0.03,,18999810839150,TsleepI25,无线
2020-11,2020-11-29,2020-11-29 01:41:26,,2020-12-02 10:46:00,2020-12-02 10:46:33,2020-12-02 10:46:00,vita,8389562244648,VITA元气舒压stress 软糖缓解压力心情草莓柠檬口味42粒,vita软糖旗舰店,VITA软糖旗舰店,1,269,膳食营养补充食品,8073692684479460640,,已付款,天猫,123.37,,0.03,,18999810839150,TsleepI25,无线
2020-11,2020-11-29,2020-11-29 01:41:26,,2020-12-02 10:46:00,2020-12-02 10:46:33,2020-12-02 10:46:00,vita,8389038066663,VITA提高专注维生素focus清晰思维考研软糖36粒,vita软糖旗舰店,VITA软糖旗舰店,1,269,膳食营养补充食品,8073692684479460640,,已付款,天猫,123.38,,0.03,,18999810839150,TsleepI25,无线
2020-11,2020-11-29,2020-11-29 21:14:37,,2020-12-02 07:32:00,2020-12-02 07:32:10,2020-12-02 07:32:00,vita,8391485512245,VITA褪黑素sleep安瓶助眠软糖睡眠糖sleepwell退黑素软糖,vita软糖旗舰店,VITA软糖旗舰店,1,269,膳食营养补充食品,7898909973628767372,,已付款,天猫,113.23,,0.03,,18999810839150,TsleepI25,无线
2020-11,2020-11-24,2020-11-24 00:47:00,,2020-12-02 06:13:00,2020-12-02 06:13:54,2020-12-02 06:13:00,vita,8389050710094,VITA褪黑素睡眠软糖5mg深度睡眠安瓶助眠软糖50粒褪黑素软糖,vita软糖旗舰店,VITA软糖旗舰店,1,269,膳食营养补充食品,8072507563567669090,,已付款,天猫,130.39,,0.03,,18999806489226,TsleepI24,无线
2020-11,2020-11-18,2020-11-18 00:48:11,,2020-12-02 02:37:00,2020-12-02 02:37:26,2020-12-02 02:37:00,vita,8391485512245,VITA褪黑素sleep安瓶助眠软糖睡眠糖sleepwell退黑素软糖,vita软糖旗舰店,VITA软糖旗舰店,1,269,膳食营养补充食品,7894870113107995255,,已付款,天猫,113.23,,0.03,,18999806489226,TsleepI24,无线
2020-11,2020-11-27,2020-11-27 05:07:27,,2020-12-02 02:24:00,2020-12-02 02:24:58,2020-12-02 02:24:00,vita,8391485512245,VITA褪黑素sleep安瓶助眠软糖睡眠糖sleepwell退黑素软糖,vita软糖旗舰店,VITA软糖旗舰店,1,269,膳食营养补充食品,7895129134572741561,,已付款,天猫,113.23,,0.03,,18999829839317,CsleepI20,无线
2020-11,2020-11-28,2020-11-28 06:02:12,,2020-12-09 01:00:00,2020-12-09 01:01:04,2020-12-09 01:00:00,vita,8391485512245,VITA褪黑素sleep安瓶助眠软糖睡眠糖sleepwell退黑素软糖,vita软糖旗舰店,VITA软糖旗舰店,1,269,膳食营养补充食品,8088121735131795142,,已付款,天猫,107.56,,0.03,,18999852289131,CsleepI41,无线
2020-11,2020-11-26,2020-11-26 02:41:04,,2020-12-09 00:12:00,2020-12-09 00:12:27,2020-12-09 00:12:00,vita,8391485512245,VITA褪黑素sleep安瓶助眠软糖睡眠糖sleepwell退黑素软糖,vita软糖旗舰店,VITA软糖旗舰店,1,269,膳食营养补充食品,7901167747514054370,,已付款,天猫,107.56,,0.03,,18999737989260,TsleepI7,无线
2020-11,2020-11-25,2020-11-25 21:30:47,,2020-12-08 19:49:00,2020-12-08 19:50:22,2020-12-08 19:50:00,vita,8391485512245,VITA褪黑素sleep安瓶助眠软糖睡眠糖sleepwell退黑素软糖,vita软糖旗舰店,VITA软糖旗舰店,1,269,膳食营养补充食品,8088476875715373489,,已付款,天猫,107.56,,0.03,,18999839689124,XsleepI8,无线
2020-11,2020-11-29,2020-11-29 06:59:45,,2020-12-08 18:55:00,2020-12-08 18:55:43,2020-12-08 18:55:00,vita,8389801605463,VITA复合维生素女性综合孕妇叶酸生物素矿物质维生素ce营养软糖,vita软糖旗舰店,VITA软糖旗舰店,1,269,膳食营养补充食品,8088853221975993616,,已失效,天猫,107.56,,0.03,,18999852289131,CsleepI41,无线
2020-11,2020-11-27,2020-11-27 18:47:09,,2020-12-08 16:31:00,2020-12-08 16:31:22,2020-12-08 16:31:00,vita,8389050710094,VITA褪黑素睡眠软糖5mg深度睡眠安瓶助眠软糖50粒褪黑素软糖,vita软糖旗舰店,VITA软糖旗舰店,1,269,膳食营养补充食品,8087238727245851842,,已付款,天猫,131.56,,0.03,,18999852089107,CsleepI56,无线
2020-11,2020-11-27,2020-11-27 18:47:09,,2020-12-08 16:28:00,2020-12-08 16:28:49,2020-12-08 16:28:00,vita,8389050710094,VITA褪黑素睡眠软糖5mg深度睡眠安瓶助眠软糖50粒褪黑素软糖,vita软糖旗舰店,VITA软糖旗舰店,1,269,膳食营养补充食品,8088536421702851842,,已失效,天猫,131.56,,0.03,,18999852089107,CsleepI56,无线
2020-11,2020-11-30,2020-11-30 03:40:06,,2020-12-08 10:06:00,2020-12-08 10:06:15,2020-12-08 10:06:00,vita,8411893333088,VITA复合维生素女性综合孕妇叶酸生物素矿物质维生素ce营养软糖,vita软糖旗舰店,VITA软糖旗舰店,1,269,膳食营养补充食品,8087387948736988395,,已付款,天猫,107.56,,0.03,,18999852289131,CsleepI41,无线
2020-11,2020-11-29,2020-11-29 02:18:10,,2020-12-07 22:50:00,2020-12-07 22:51:06,2020-12-07 22:50:00,vita,8394893900936,VITA胶原蛋白SKIN软糖 /护发护甲美容 /清澈美肌美肤软糖,vita软糖旗舰店,VITA软糖旗舰店,1,269,膳食营养补充食品,8085754843317187392,,已失效,天猫,122.4,,0.03,,18999732539364,TsleepI6,无线
2020-11,2020-11-23,2020-11-23 04:04:45,,2020-12-07 20:25:00,2020-12-07 20:25:48,2020-12-07 20:25:00,vita,8391485512245,VITA褪黑素sleep安瓶助眠软糖睡眠糖sleepwell退黑素软糖,vita软糖旗舰店,VITA软糖旗舰店,1,269,膳食营养补充食品,8086768174226621438,,已付款,天猫,112.81,,0.03,,18999851989140,CsleepI43,无线
2020-11,2020-11-24,2020-11-24 11:31:39,,2020-12-07 11:56:00,2020-12-07 11:56:50,2020-12-07 11:56:00,vita,8391485512245,VITA褪黑素sleep安瓶助眠软糖睡眠糖sleepwell退黑素软糖,vita软糖旗舰店,VITA软糖旗舰店,1,269,膳食营养补充食品,8084377087338064536,,已付款,天猫,113.23,,0.03,,18999737989260,TsleepI7,无线
2020-11,2020-11-28,2020-11-28 23:48:16,,2020-12-07 08:16:00,2020-12-07 08:16:39,2020-12-07 08:16:00,vita,8404144602017,VITA褪黑素sleep安瓶助眠软糖睡眠糖sleepwell退黑素软糖,vita软糖旗舰店,VITA软糖旗舰店,1,79,膳食营养补充食品,7900658960457172971,,已付款,天猫,44.24,,0.03,,18999839689124,XsleepI8,无线
2020-11,2020-11-28,2020-11-28 12:23:58,,2020-12-07 00:06:00,2020-12-07 00:06:51,2020-12-07 00:06:00,vita,8389050710094,VITA褪黑素睡眠软糖5mg深度睡眠安瓶助眠软糖50粒褪黑素软糖,vita软糖旗舰店,VITA软糖旗舰店,1,269,膳食营养补充食品,7896783187891780063,,已失效,天猫,125.29,,0.03,,18999847939228,CsleepI58,无线
2020-11,2020-11-29,2020-11-29 13:26:17,,2020-12-06 23:53:00,2020-12-06 23:53:57,2020-12-06 23:53:00,vita,8391485512245,VITA褪黑素sleep安瓶助眠软糖睡眠糖sleepwell退黑素软糖,vita软糖旗舰店,VITA软糖旗舰店,1,269,膳食营养补充食品,8084853513056506112,,已付款,天猫,107.56,,0.03,,18999737989260,TsleepI7,无线
2020-11,2020-11-30,2020-11-30 20:27:36,,2020-12-06 21:45:00,2020-12-06 21:45:47,2020-12-06 21:45:00,vita,8389801353542,VITA胶原蛋白水果糖skin亮肤紧致透明质酸蛋白质蓝莓味软糖,vita软糖旗舰店,VITA软糖旗舰店,1,269,膳食营养补充食品,7900599920063738072,,已付款,天猫,116.43,,0.03,,18999737989260,TsleepI7,无线
2020-11,2020-11-25,2020-11-25 03:38:22,,2020-12-06 20:53:00,2020-12-06 20:54:13,2020-12-06 20:54:00,vita,8391485512245,VITA褪黑素sleep安瓶助眠软糖睡眠糖sleepwell退黑素软糖,vita软糖旗舰店,VITA软糖旗舰店,1,269,膳食营养补充食品,8084274956351894924,,已付款,天猫,107.56,,0.03,,18999737989260,TsleepI7,无线
2020-11,2020-11-27,2020-11-27 04:31:42,,2020-12-06 18:02:00,2020-12-06 18:02:19,2020-12-06 18:02:00,vita,8391485512245,VITA褪黑素sleep安瓶助眠软糖睡眠糖sleepwell退黑素软糖,vita软糖旗舰店,VITA软糖旗舰店,1,269,膳食营养补充食品,8084358910255258152,,已付款,天猫,112.82,,0.03,,18999852289131,CsleepI41,无线
2020-11,2020-11-29,2020-11-29 18:14:43,,2020-12-06 16:53:00,2020-12-06 16:53:38,2020-12-06 16:53:00,vita,8389562244648,VITA元气舒压stress 软糖缓解压力心情草莓柠檬口味42粒,vita软糖旗舰店,VITA软糖旗舰店,1,269,膳食营养补充食品,8083700827956774796,,已失效,天猫,122.26,,0.03,,18999851689143,CsleepI55,无线
2020-11,2020-11-25,2020-11-25 02:19:08,,2020-12-06 15:53:00,2020-12-06 15:53:53,2020-12-06 15:53:00,vita,8389050710094,VITA褪黑素睡眠软糖5mg深度睡眠安瓶助眠软糖50粒褪黑素软糖,vita软糖旗舰店,VITA软糖旗舰店,1,269,膳食营养补充食品,7900485945455675869,,已付款,天猫,125.59,,0.03,,18999847139275,CsleepI51,无线
2020-11,2020-11-25,2020-11-25 02:19:08,,2020-12-06 15:53:00,2020-12-06 15:53:53,2020-12-06 15:53:00,vita,8391485512245,VITA褪黑素sleep安瓶助眠软糖睡眠糖sleepwell退黑素软糖,vita软糖旗舰店,VITA软糖旗舰店,1,269,膳食营养补充食品,7900485945455675869,,已付款,天猫,113.58,,0.03,,18999847139275,CsleepI51,无线
2020-11,2020-11-24,2020-11-24 02:01:27,,2020-12-06 14:05:00,2020-12-06 14:05:27,2020-12-06 14:05:00,vita,8399399052349,vita免疫防御维生素C&锌软糖immunity原装正品45粒,vita软糖旗舰店,VITA软糖旗舰店,1,269,膳食营养补充食品,8082511998740596993,,已付款,天猫,129.97,,0.03,,18999737989260,TsleepI7,无线
2020-11,2020-11-24,2020-11-24 02:01:27,,2020-12-06 14:05:00,2020-12-06 14:05:27,2020-12-06 14:05:00,vita,8389562244648,VITA元气舒压stress 软糖缓解压力心情草莓柠檬口味42粒,vita软糖旗舰店,VITA软糖旗舰店,1,269,膳食营养补充食品,8082511998740596993,,已付款,天猫,123.75,,0.03,,18999737989260,TsleepI7,无线
2020-11,2020-11-26,2020-11-26 15:49:40,,2020-12-06 10:28:00,2020-12-06 10:28:47,2020-12-06 10:28:00,vita,8389050710094,VITA褪黑素睡眠软糖5mg深度睡眠安瓶助眠软糖50粒褪黑素软糖,vita软糖旗舰店,VITA软糖旗舰店,1,269,膳食营养补充食品,8082724759789746278,,已付款,天猫,130.68,,0.03,,18999737989260,TsleepI7,无线
2020-11,2020-11-30,2020-11-30 23:03:13,,2020-12-06 09:08:00,2020-12-06 09:08:31,2020-12-06 09:08:00,vita,8389050710094,VITA褪黑素睡眠软糖5mg深度睡眠安瓶助眠软糖50粒褪黑素软糖,vita软糖旗舰店,VITA软糖旗舰店,1,269,膳食营养补充食品,8081771766821646048,,已付款,天猫,130.67,,0.03,,18999731639363,TsleepI1,无线
2020-11,2020-11-30,2020-11-30 23:21:08,,2020-12-06 04:17:00,2020-12-06 04:17:46,2020-12-06 04:17:00,vita,8391485512245,VITA褪黑素sleep安瓶助眠软糖睡眠糖sleepwell退黑素软糖,vita软糖旗舰店,VITA软糖旗舰店,1,269,膳食营养补充食品,8082432224088955419,,已付款,天猫,107.56,,0.03,,18999732539364,TsleepI6,无线
2020-11,2020-11-25,2020-11-25 03:01:05,,2020-12-06 02:28:00,2020-12-06 02:28:11,2020-12-06 02:28:00,vita,8391485512245,VITA褪黑素sleep安瓶助眠软糖睡眠糖sleepwell退黑素软糖,vita软糖旗舰店,VITA软糖旗舰店,1,269,膳食营养补充食品,8082928449898840215,,已付款,天猫,107.56,,0.03,,18999737989260,TsleepI7,无线
2020-11,2020-11-26,2020-11-26 01:12:39,,2020-12-06 00:08:00,2020-12-06 00:08:58,2020-12-06 00:08:00,vita,8389050710094,VITA褪黑素睡眠软糖5mg深度睡眠安瓶助眠软糖50粒褪黑素软糖,vita软糖旗舰店,VITA软糖旗舰店,1,269,膳食营养补充食品,8082850942360853509,,已付款,天猫,131.56,,0.03,,18999737989260,TsleepI7,无线
2020-11,2020-11-24,2020-11-24 03:13:57,,2020-12-05 21:26:00,2020-12-05 21:26:17,2020-12-05 21:26:00,vita,8391485512245,VITA褪黑素sleep安瓶助眠软糖睡眠糖sleepwell退黑素软糖,vita软糖旗舰店,VITA软糖旗舰店,1,269,膳食营养补充食品,7896421388696872054,,已付款,天猫,107.56,,0.03,,18999851989140,CsleepI43,无线
2020-11,2020-11-28,2020-11-28 02:15:00,,2020-12-05 18:39:00,2020-12-05 18:39:17,2020-12-05 18:39:00,vita,8391485512245,VITA褪黑素sleep安瓶助眠软糖睡眠糖sleepwell退黑素软糖,vita软糖旗舰店,VITA软糖旗舰店,1,269,膳食营养补充食品,8082180982018145980,,已失效,天猫,113.23,,0.03,,18999732539364,TsleepI6,无线
2020-11,2020-11-21,2020-11-21 05:30:45,,2020-12-05 14:40:00,2020-12-05 14:40:15,2020-12-05 14:40:00,vita,8391485512245,VITA褪黑素sleep安瓶助眠软糖睡眠糖sleepwell退黑素软糖,vita软糖旗舰店,VITA软糖旗舰店,1,269,膳食营养补充食品,7896526005708084260,,已付款,天猫,113.23,,0.03,,18999851989140,CsleepI43,无线
2020-11,2020-11-26,2020-11-26 00:28:37,,2020-12-05 04:00:00,2020-12-05 04:01:00,2020-12-05 04:00:00,vita,8390650804296,VITA睡眠软糖助眠安神褪黑素软糖神经酰胺补水美颜软糖40粒,vita软糖旗舰店,VITA软糖旗舰店,1,269,膳食营养补充食品,8080120844565252050,,已付款,天猫,120.31,,0.03,,18999732539364,TsleepI6,无线
2020-11,2020-11-28,2020-11-28 05:08:43,,2020-12-04 06:11:00,2020-12-04 23:11:47,2020-12-04 23:11:00,vita,8391485512245,VITA褪黑素sleep安瓶助眠软糖睡眠糖sleepwell退黑素软糖,vita软糖旗舰店,VITA软糖旗舰店,1,269,膳食营养补充食品,8078195960736179481,,已付款,天猫,111.48,,0.03,,18999852289131,CsleepI41,无线
2020-11,2020-11-25,2020-11-25 02:48:39,,2020-12-04 14:14:00,2020-12-04 14:14:22,2020-12-04 14:14:00,vita,8389801605463,VITA复合维生素女性综合孕妇叶酸生物素矿物质维生素ce营养软糖,vita软糖旗舰店,VITA软糖旗舰店,1,269,膳食营养补充食品,7895916057259016353,,已付款,天猫,103.15,,0.03,,18999847139275,CsleepI51,无线
2020-11,2020-11-27,2020-11-27 04:31:42,,2020-12-04 13:20:00,2020-12-04 13:20:26,2020-12-04 13:20:00,vita,8391485512245,VITA褪黑素sleep安瓶助眠软糖睡眠糖sleepwell退黑素软糖,vita软糖旗舰店,VITA软糖旗舰店,1,269,膳食营养补充食品,7899673858229096677,,已付款,天猫,113.2,,0.03,,18999852289131,CsleepI41,无线
2020-11,2020-11-21,2020-11-21 17:36:32,,2020-12-04 12:35:00,2020-12-04 12:35:50,2020-12-04 12:35:00,vita,8391485512245,VITA褪黑素sleep安瓶助眠软糖睡眠糖sleepwell退黑素软糖,vita软糖旗舰店,VITA软糖旗舰店,1,269,膳食营养补充食品,8079081705935415183,,已付款,天猫,111.51,,0.03,,18999737989260,TsleepI7,无线
2020-11,2020-11-28,2020-11-28 04:33:39,,2020-12-04 04:55:00,2020-12-04 04:55:55,2020-12-04 04:55:00,vita,8391485512245,VITA褪黑素sleep安瓶助眠软糖睡眠糖sleepwell退黑素软糖,vita软糖旗舰店,VITA软糖旗舰店,1,269,膳食营养补充食品,8077917463756739819,,已付款,天猫,113.11,,0.03,,18999852289131,CsleepI41,无线
2020-11,2020-11-30,2020-11-30 08:29:50,,2020-12-04 03:01:00,2020-12-04 03:01:38,2020-12-04 03:01:00,vita,8391485512245,VITA褪黑素sleep安瓶助眠软糖睡眠糖sleepwell退黑素软糖,vita软糖旗舰店,VITA软糖旗舰店,1,269,膳食营养补充食品,8078386834154346086,,已付款,天猫,87.73,,0.03,,18999737989260,TsleepI7,无线
2020-11,2020-11-21,2020-11-21 01:02:39,,2020-12-04 02:43:00,2020-12-04 02:43:28,2020-12-04 02:43:00,vita,8391485512245,VITA褪黑素sleep安瓶助眠软糖睡眠糖sleepwell退黑素软糖,vita软糖旗舰店,VITA软糖旗舰店,1,269,膳食营养补充食品,7895007127349154258,,已付款,天猫,111.8,,0.03,,18999732539364,TsleepI6,无线
